Id,Level,Word,Type,Turkish,English Meaning,English Example
2817,C1,inmate ,n," (hapishane) sakin, oda arkadaşı",inmate: a countable or uncountable noun depending on context.,"Due to the inmate, the team had to revise the timeline, which affected several groups."
2818,C1,insertion ,n, ekleme,the act or process of 'inser'‑ing; or the result of it.,His explanation clarified what the insertion actually involves in practice.
2819,C1,insider ,n, bir iş / kuruma ait olup hakkında çok şey bilen,a person or thing that 'insid'‑s.,His explanation clarified what the insider actually involves in practice.
2820,C1,inspect ,v, denetlemek,to inspect: to perform the action of 'inspect'.,"She has been trying to inspect the report, but unexpected issues kept coming up."
2821,C1,inspection ,n," denetleme, kontrol",the act or process of 'inspec'‑ing; or the result of it.,"Without adequate inspection, the entire plan could have fallen apart."
2822,C1,inspiration ,n, ilham,the act or process of 'inspir'‑ing; or the result of it.,"The inspiration played a crucial role in the outcome, though few noticed it at first."
2823,C1,instinct ,n, içgüdü,instinct: a countable or uncountable noun depending on context.,"Without adequate instinct, the entire plan could have fallen apart."
2824,C1,institutional ,adj, kurumsal,related to or characteristic of 'institution'.,"Although the plan looked institutional at first, it turned out to be highly effective."
2825,C1,instruct ,v, eğitmek; emretmek,to instruct: to perform the action of 'instruct'.,"If you instruct consistently, you’ll see measurable progress within a few weeks."
2826,C1,instrumental ,adj, enstrümantal,related to or characteristic of 'instrument'.,The summary is sufficiently instrumental for a board-level discussion.
2827,C1,insufficient ,adj, yetersiz,describing someone or something as 'insufficient'.,"Although the plan looked insufficient at first, it turned out to be highly effective."
2828,C1,insult ,n," hakaret, aşağılama",insult: a countable or uncountable noun depending on context.,"The insult played a crucial role in the outcome, though few noticed it at first."
2829,C1,insult ,v," hakaret etmek, aşağılamak",to insult: to perform the action of 'insult'.,We were advised to insult carefully so we wouldn’t overlook any detail.
2830,C1,intact ,adj," sağlam, bozulmamış",describing someone or something as 'intact'.,"Her approach is far more intact than the previous one, which saves considerable time."
2831,C1,intake ,n," alım, alınan miktar",intake: a countable or uncountable noun depending on context.,"Due to the intake, the team had to revise the timeline, which affected several groups."
2832,C1,integral ,adj," tamamlayıcı, ayrılmaz",related to or characteristic of 'integr'.,"To remain integral under pressure, you need clear priorities and regular breaks."
2833,C1,integrated ,adj, bütünleşmiş,describing someone or something as 'integrated'.,The summary is sufficiently integrated for a board-level discussion.
2834,C1,integration ,n, birleştirme,the act or process of 'integr'‑ing; or the result of it.,"Due to the integration, the team had to revise the timeline, which affected several groups."
2835,C1,integrity ,n, bütünlük,the quality or state of being 'integr'.,His explanation clarified what the integrity actually involves in practice.
2836,C1,intellectual ,n, aydın,intellectual: a countable or uncountable noun depending on context.,His explanation clarified what the intellectual actually involves in practice.
2837,C1,intensify ,v, yoğunlaştırmak,to intensify: to make or become 'intens'.,"Rather than intensify immediately, they compared the alternatives thoroughly."
2838,C1,intensity ,n, yoğunluk,the quality or state of being 'intens'.,"The intensity played a crucial role in the outcome, though few noticed it at first."
2839,C1,intensive ,adj, yoğun,having a tendency or function to 'intens'.,"Although the plan looked intensive at first, it turned out to be highly effective."
2840,C1,intent ,n," niyet, amaç",intent: a countable or uncountable noun depending on context.,His explanation clarified what the intent actually involves in practice.
2841,C1,interactive ,adj, etkileşimli,having a tendency or function to 'interact'.,"Her approach is far more interactive than the previous one, which saves considerable time."
2842,C1,interface ,n," arabirim, arayüz",interface: a countable or uncountable noun depending on context.,"Without adequate interface, the entire plan could have fallen apart."
2843,C1,interfere ,v," araya girmek, bozmak",to interfere: to perform the action of 'interfere'.,"Rather than interfere immediately, they compared the alternatives thoroughly."
2844,C1,interference ,n," müdahale, karışma; parazit",interference: a countable or uncountable noun depending on context.,"The interference played a crucial role in the outcome, though few noticed it at first."
2845,C1,interim ,adj," geçici, fani",describing someone or something as 'interim'.,"Although the plan looked interim at first, it turned out to be highly effective."
2846,C1,interior ,adj," iç, dahili",describing someone or something as 'interior'.,"Although the plan looked interior at first, it turned out to be highly effective."
2847,C1,interior ,n, iç kısım,a person or thing that 'interi'‑s.,"Due to the interior, the team had to revise the timeline, which affected several groups."
2848,C1,intermediate ,adj, orta seviyede,describing someone or something as 'intermediate'.,The summary is sufficiently intermediate for a board-level discussion.
2849,C1,intervene ,v," araya girmek, bozmak",to intervene: to perform the action of 'intervene'.,"Rather than intervene immediately, they compared the alternatives thoroughly."
2850,C1,intervention ,n, müdahale,the act or process of 'interven'‑ing; or the result of it.,"Due to the intervention, the team had to revise the timeline, which affected several groups."
2851,C1,intimate ,adj," samimi, yakın, kişisel",describing someone or something as 'intimate'.,The summary is sufficiently intimate for a board-level discussion.
2852,C1,intriguing ,adj," merak uyandıran, ilgi çekici",describing someone or something as 'intriguing'.,The summary is sufficiently intriguing for a board-level discussion.
2853,C1,investigator ,n," araştırmacı, dedektif, müfettiş",a person or thing that 'investigat'‑s.,"Due to the investigator, the team had to revise the timeline, which affected several groups."
2854,C1,invisible ,adj, görünmez,able to be 'invis'‑ed; capable or suitable.,"Although the plan looked invisible at first, it turned out to be highly effective."
2855,C1,invoke ,v, …dan / den alıntı yapmak / destek almak / aktarma yapmak,to invoke: to perform the action of 'invoke'.,We were advised to invoke carefully so we wouldn’t overlook any detail.
2856,C1,involvement ,n, karışma,the result or process of 'involve'‑ing.,His explanation clarified what the involvement actually involves in practice.
2857,C1,ironic ,adj," alaylı, alaycı, kinayeli, cinaslı, ironik",related to or characteristic of 'iron'.,"Her approach is far more ironic than the previous one, which saves considerable time."
2858,C1,ironically ,adv," alaycı şekilde, şaka yoluyla",in a 'ironical' manner; to a 'ironical' degree.,"They communicated ironically, which prevented a serious misunderstanding."
2859,C1,irony ,n," tuhaflık, acayiplik, gariplik, garip tesadüf, kaderin bir cilvesi",irony: a countable or uncountable noun depending on context.,"Due to the irony, the team had to revise the timeline, which affected several groups."
2860,C1,irrelevant ,adj," ilgisiz, alakasız",describing someone or something as 'irrelevant'.,"Although the plan looked irrelevant at first, it turned out to be highly effective."
2861,C1,isolation ,n," izolasyon, yalnızlık",the act or process of 'isol'‑ing; or the result of it.,"Due to the isolation, the team had to revise the timeline, which affected several groups."
2862,C1,expense ,n," harcama, masraf, gider",expense: a countable or uncountable noun depending on context.,"Due to the expense, the team had to revise the timeline, which affected several groups."
2863,C1,expertise ,n," uzmanlık, ihtisas, beceri, ustalık",expertise: a countable or uncountable noun depending on context.,His explanation clarified what the expertise actually involves in practice.
2864,C1,exploit ,v," kullanmak, faydalanmak, sömürmek",to exploit: to perform the action of 'exploit'.,"Rather than exploit immediately, they compared the alternatives thoroughly."
2865,C1,exploration ,n, araştırma,the act or process of 'explor'‑ing; or the result of it.,His explanation clarified what the exploration actually involves in practice.
2866,C1,expose ,v," ortaya çıkarmak, maruz bırakmak, açığa çıkarmak",to expose: to perform the action of 'expose'.,"Rather than expose immediately, they compared the alternatives thoroughly."
2867,C1,exposure ,n," poz, kare, maruz kalma",exposure: a countable or uncountable noun depending on context.,"Without adequate exposure, the entire plan could have fallen apart."
2868,C1,extend ,v," genişletmek, yaymak, uzatmak",to extend: to perform the action of 'extend'.,We were advised to extend carefully so we wouldn’t overlook any detail.
2869,C1,extension ,n," dahili hat, genişletme, uzatma",the act or process of 'exten'‑ing; or the result of it.,His explanation clarified what the extension actually involves in practice.
2870,C1,extensive ,adj," kapsamlı, detaylı, yaygın, geniş",having a tendency or function to 'extens'.,"Although the plan looked extensive at first, it turned out to be highly effective."
2871,C1,extensively ,adv," yaygın olarak, geniş olarak, yoğun şekilde",in a 'extensive' manner; to a 'extensive' degree.,"They communicated extensively, which prevented a serious misunderstanding."
2872,C1,extent ,n," alan, boyut, kapsam, derece",extent: a countable or uncountable noun depending on context.,"Without adequate extent, the entire plan could have fallen apart."
2873,C1,external ,adj," dış, harici, dışarıdan gelen",related to or characteristic of 'extern'.,"To remain external under pressure, you need clear priorities and regular breaks."
2874,C1,extract ,n," öz, parça",extract: a countable or uncountable noun depending on context.,"Due to the extract, the team had to revise the timeline, which affected several groups."
2875,C1,extraordinary ,adj," olağanüstü, olağandışı, fevkalade, sıra dışı",somewhat like 'extraordinar'; having that quality.,"Although the plan looked extraordinary at first, it turned out to be highly effective."
2876,C1,extreme ,n, aşırılık,extreme: a countable or uncountable noun depending on context.,"Due to the extreme, the team had to revise the timeline, which affected several groups."
2877,A1-A2,jacket ,n, ceket,jacket: a countable or uncountable noun depending on context.,"Without adequate jacket, the entire plan could have fallen apart."
2878,A1-A2,January ,n, ocak (ay),January: a countable or uncountable noun depending on context.,"The January played a crucial role in the outcome, though few noticed it at first."
2879,A1-A2,jeans ,n, kot pantolon,jeans: a countable or uncountable noun depending on context.,"Due to the jeans, the team had to revise the timeline, which affected several groups."
2880,A1-A2,job ,n," iş, meslek, görev",job: a countable or uncountable noun depending on context.,"Due to the job, the team had to revise the timeline, which affected several groups."
2881,A1-A2,join ,v, katılmak; birleştirmek,to join: to perform the action of 'join'.,We were advised to join carefully so we wouldn’t overlook any detail.
2882,A1-A2,journey ,n," seyahat, yolculuk, gezi",journey: a countable or uncountable noun depending on context.,"Without adequate journey, the entire plan could have fallen apart."
2883,A1-A2,juice ,n, meyve suyu,juice: a countable or uncountable noun depending on context.,His explanation clarified what the juice actually involves in practice.
2884,A1-A2,July ,n, temmuz,July: a countable or uncountable noun depending on context.,"The July played a crucial role in the outcome, though few noticed it at first."
2885,A1-A2,June ,n, haziran,June: a countable or uncountable noun depending on context.,His explanation clarified what the June actually involves in practice.
2886,A1-A2,just ,adv," yalnız, sadece; biraz önce; tam olarak",in a manner related to 'just'.,"They communicated just, which prevented a serious misunderstanding."
2887,A1-A2,jam ,n, reçel; sıkışıklık,jam: a countable or uncountable noun depending on context.,"Due to the jam, the team had to revise the timeline, which affected several groups."
2888,A1-A2,jazz ,n, caz,jazz: a countable or uncountable noun depending on context.,"The jazz played a crucial role in the outcome, though few noticed it at first."
2889,A1-A2,jewellery ,n," kuyumculuk, mücevherat, ziynet esyası",jewellery: a countable or uncountable noun depending on context.,"The jewellery played a crucial role in the outcome, though few noticed it at first."
2890,A1-A2,joke ,n," şaka, espri",joke: a countable or uncountable noun depending on context.,"Due to the joke, the team had to revise the timeline, which affected several groups."
2891,A1-A2,joke ,v, şaka yapmak,to joke: to perform the action of 'joke'.,"Rather than joke immediately, they compared the alternatives thoroughly."
2892,A1-A2,journalist ,n, gazeteci,a person who practices or supports 'journal'.,"The journalist played a crucial role in the outcome, though few noticed it at first."
2893,A1-A2,jump ,n," zıplama, sıçrayış",jump: a countable or uncountable noun depending on context.,His explanation clarified what the jump actually involves in practice.
2894,A1-A2,jump ,v," atlamak, zıplamak",to jump: to perform the action of 'jump'.,We were advised to jump carefully so we wouldn’t overlook any detail.
2895,B1-B2,journal ,n," bülten, gazete, dergi, günlük",journal: a countable or uncountable noun depending on context.,"Due to the journal, the team had to revise the timeline, which affected several groups."
2896,B1-B2,judge ,n," yargıç, hakim",judge: a countable or uncountable noun depending on context.,"Due to the judge, the team had to revise the timeline, which affected several groups."
2897,B1-B2,judge ,v," yargılamak, değerlendirmek, karara varmak",to judge: to perform the action of 'judge'.,"If you judge consistently, you’ll see measurable progress within a few weeks."
2898,B1-B2,jail ,n," hapis, hapishane",jail: a countable or uncountable noun depending on context.,His explanation clarified what the jail actually involves in practice.
2899,B1-B2,jail ,v, hapsetmek,to jail: to perform the action of 'jail'.,We were advised to jail carefully so we wouldn’t overlook any detail.
2900,B1-B2,jet ,n," jet, jet uçağı, jet motoru",jet: a countable or uncountable noun depending on context.,His explanation clarified what the jet actually involves in practice.
2901,B1-B2,joint ,adj," müşterek, ortaklaşa, birlikte (katilmak gibi)",describing someone or something as 'joint'.,"Her approach is far more joint than the previous one, which saves considerable time."
2902,B1-B2,joint ,n," eklem, ek",joint: a countable or uncountable noun depending on context.,His explanation clarified what the joint actually involves in practice.
2903,B1-B2,journalism ,n," basın, gazetecilik","a belief, system, or practice related to 'journal'.","Without adequate journalism, the entire plan could have fallen apart."
2904,B1-B2,joy ,n," neşe, mutluluk, zevk",joy: a countable or uncountable noun depending on context.,His explanation clarified what the joy actually involves in practice.
2905,B1-B2,judgement ,n," yargılama, yargı, hüküm",the result or process of 'judge'‑ing.,"The judgement played a crucial role in the outcome, though few noticed it at first."
2906,B1-B2,junior ,adj, küçük,describing someone or something as 'junior'.,"To remain junior under pressure, you need clear priorities and regular breaks."
2907,B1-B2,jury ,n," jüri, kurul",jury: a countable or uncountable noun depending on context.,His explanation clarified what the jury actually involves in practice.
2908,B1-B2,justice ,n," adalet, hak, yargı, dürüstlük",justice: a countable or uncountable noun depending on context.,"Without adequate justice, the entire plan could have fallen apart."
2909,B1-B2,justify ,v," savunmak, haklı göstermek, aklamak, haklı çıkarmak,  doğrulamak",to justify: to make or become 'just'.,We were advised to justify carefully so we wouldn’t overlook any detail.
2910,C1,judicial ,adj," adli, hukuki",related to or characteristic of 'judici'.,"Her approach is far more judicial than the previous one, which saves considerable time."
2911,C1,junction ,n," kavşak, birleşme yeri, bağlantı noktası",the act or process of 'junc'‑ing; or the result of it.,"Due to the junction, the team had to revise the timeline, which affected several groups."
2912,C1,jurisdiction ,n, yasal yetki / selahiyet; yetki alanı,the act or process of 'jurisdic'‑ing; or the result of it.,His explanation clarified what the jurisdiction actually involves in practice.
2913,C1,just ,adj," adil, doğru",describing someone or something as 'just'.,"Her approach is far more just than the previous one, which saves considerable time."
2914,C1,justification ,n," doğrulama, ispat",the act or process of 'justific'‑ing; or the result of it.,"Due to the justification, the team had to revise the timeline, which affected several groups."
2915,A1-A2,keep ,v," tutmak, bulundurmak",to keep: to perform the action of 'keep'.,"She has been trying to keep the report, but unexpected issues kept coming up."
2916,A1-A2,key ,adj," temel, esas",somewhat like 'ke'; having that quality.,"Although the plan looked key at first, it turned out to be highly effective."
2917,A1-A2,key ,n," anahtar, tuş",key: a countable or uncountable noun depending on context.,"Without adequate key, the entire plan could have fallen apart."
2918,A1-A2,kilometre ,n, kilometre,kilometre: a countable or uncountable noun depending on context.,"Without adequate kilometre, the entire plan could have fallen apart."
2919,A1-A2,kind ,n," çeşit, tür, cins",kind: a countable or uncountable noun depending on context.,"Without adequate kind, the entire plan could have fallen apart."
2920,A1-A2,kitchen ,n, mutfak,kitchen: a countable or uncountable noun depending on context.,"Without adequate kitchen, the entire plan could have fallen apart."
2921,A1-A2,know ,v, bilmek; tanımak,to know: to perform the action of 'know'.,We were advised to know carefully so we wouldn’t overlook any detail.
2922,A1-A2,kid ,n, çocuk,kid: a countable or uncountable noun depending on context.,"Due to the kid, the team had to revise the timeline, which affected several groups."
2923,A1-A2,kill ,v, öldürmek,to kill: to perform the action of 'kill'.,"If you kill consistently, you’ll see measurable progress within a few weeks."
2924,A1-A2,king ,n, kral,the activity or process of 'k'‑ing.,"Due to the king, the team had to revise the timeline, which affected several groups."
2925,A1-A2,knee ,n, diz,knee: a countable or uncountable noun depending on context.,His explanation clarified what the knee actually involves in practice.
2926,A1-A2,knife ,n, bıçak,knife: a countable or uncountable noun depending on context.,His explanation clarified what the knife actually involves in practice.
2927,A1-A2,knock ,v," kapı çalmak, vurmak, çarpmak",to knock: to perform the action of 'knock'.,We were advised to knock carefully so we wouldn’t overlook any detail.
2928,A1-A2,knowledge ,n, bilgi,knowledge: an uncountable noun referring to 'knowledge' as a general concept.,His explanation clarified what knowledge actually involves in practice.
2929,B1-B2,keen ,adj," istekli, hevesli, düşkün, coşkulu, ilgili",describing someone or something as 'keen'.,"Although the plan looked keen at first, it turned out to be highly effective."
2930,B1-B2,key ,v, tuşlamak,to key: to perform the action of 'key'.,"She has been trying to key the report, but unexpected issues kept coming up."
2931,B1-B2,keyboard ,n, klavye,keyboard: a countable or uncountable noun depending on context.,"The keyboard played a crucial role in the outcome, though few noticed it at first."
2932,B1-B2,kick ,n, tekme,kick: a countable or uncountable noun depending on context.,"Due to the kick, the team had to revise the timeline, which affected several groups."
2933,B1-B2,kick ,v," tekmelemek, tekme atmak",to kick: to perform the action of 'kick'.,We were advised to kick carefully so we wouldn’t overlook any detail.
2934,B1-B2,killing ,n," öldürme, cinayet",the activity or process of 'kill'‑ing.,His explanation clarified what the killing actually involves in practice.
2935,B1-B2,kind ,adj," kibar, nazik",describing someone or something as 'kind'.,The summary is sufficiently kind for a board-level discussion.
2936,B1-B2,kiss ,n, öpücük,kiss: a countable or uncountable noun depending on context.,His explanation clarified what the kiss actually involves in practice.
2937,B1-B2,kiss ,v, öpmek,to kiss: to perform the action of 'kiss'.,"Rather than kiss immediately, they compared the alternatives thoroughly."
2938,B1-B2,knock ,n," vuruş, çalma",knock: a countable or uncountable noun depending on context.,"The knock played a crucial role in the outcome, though few noticed it at first."
2939,B1-B2,kit ,n," takım, donanım",kit: a countable or uncountable noun depending on context.,"Without adequate kit, the entire plan could have fallen apart."
2940,C1,kidnap ,v, kaçırmak,to kidnap: to perform the action of 'kidnap'.,We were advised to kidnap carefully so we wouldn’t overlook any detail.
2941,C1,kidney ,n, böbrek,kidney: a countable or uncountable noun depending on context.,"Due to the kidney, the team had to revise the timeline, which affected several groups."
2942,C1,kingdom ,n," krallık, kraliyet",kingdom: a countable or uncountable noun depending on context.,His explanation clarified what the kingdom actually involves in practice.
2943,A1-A2,land ,n," arazi, toprak, kara; ülke",land: a countable or uncountable noun depending on context.,His explanation clarified what the land actually involves in practice.
2944,A1-A2,language ,n," lisan, dil",language: a countable or uncountable noun depending on context.,"The language played a crucial role in the outcome, though few noticed it at first."
2945,A1-A2,large ,adj," büyük, geniş, kocaman",describing someone or something as 'large'.,"Her approach is far more large than the previous one, which saves considerable time."
2946,A1-A2,last ,det," geçen, önceki",a determiner/article placed before a noun to clarify reference.,This choice is reasonable under the circumstances.
2947,A1-A2,late ,adj," geç; son, sonları; rahmetli",describing someone or something as 'late'.,"To remain late under pressure, you need clear priorities and regular breaks."
2948,A1-A2,late ,adv," son zamanlarda, geç",in a manner related to 'late'.,"If you proceed late, the risk will be minimal and easier to manage."
2949,A1-A2,later ,adv, daha sonra,in a manner related to 'later'.,"She handled the situation later, even though the deadline was tight."
2950,A1-A2,laugh ,n," gülüş, kahkaha",laugh: a countable or uncountable noun depending on context.,"Due to the laugh, the team had to revise the timeline, which affected several groups."
2951,A1-A2,laugh ,v, gülmek,to laugh: to perform the action of 'laugh'.,"If you laugh consistently, you’ll see measurable progress within a few weeks."
2952,A1-A2,learn ,v, öğrenmek,to learn: to perform the action of 'learn'.,"Rather than learn immediately, they compared the alternatives thoroughly."
2953,A1-A2,leave ,v," ayrılmak, terk etmek; bırakmak, yanına almamak",to leave: to perform the action of 'leave'.,"Rather than leave immediately, they compared the alternatives thoroughly."
2954,A1-A2,left ,adj," sol, soldaki; arta kalan",describing someone or something as 'left'.,"Her approach is far more left than the previous one, which saves considerable time."
2955,A1-A2,left ,adv," sola doğru, sol tarafta",in a manner related to 'left'.,"They communicated left, which prevented a serious misunderstanding."
2956,A1-A2,left ,n, sol taraf,left: a countable or uncountable noun depending on context.,"The left played a crucial role in the outcome, though few noticed it at first."
2957,A1-A2,leg ,n, bacak,leg: a countable or uncountable noun depending on context.,"Due to the leg, the team had to revise the timeline, which affected several groups."
2958,A1-A2,lesson ,n, ders,lesson: a countable or uncountable noun depending on context.,"Due to the lesson, the team had to revise the timeline, which affected several groups."
2959,A1-A2,let ,v," bırakmak, izin vermek",to let: to perform the action of 'let'.,"If you let consistently, you’ll see measurable progress within a few weeks."
2960,A1-A2,letter ,n," harf, mektup",a person or thing that 'lett'‑s.,"Due to the letter, the team had to revise the timeline, which affected several groups."
2961,A1-A2,library ,n, kütüphane,library: a countable or uncountable noun depending on context.,"The library played a crucial role in the outcome, though few noticed it at first."
2962,A1-A2,lie 1 ,v," yatmak, uzanmak",to lie 1: to perform the action of 'lie 1'.,"If you lie 1 consistently, you’ll see measurable progress within a few weeks."
2963,A1-A2,life ,n," yaşam, hayat",life: a countable or uncountable noun depending on context.,"The life played a crucial role in the outcome, though few noticed it at first."
2964,A1-A2,light ,adj, hafif; açık (renk),describing someone or something as 'light'.,"To remain light under pressure, you need clear priorities and regular breaks."
2965,A1-A2,light ,n," ışık, lamba; ateş",light: a countable or uncountable noun depending on context.,"Due to the light, the team had to revise the timeline, which affected several groups."
2966,A1-A2,like ,prep," benzer, gibi","a preposition expressing relation in time, place, direction, or manner.","We discussed it at length, like reaching a final decision."
2967,A1-A2,like ,v," hoşlanmak, sevmek",to like: to perform the action of 'like'.,"If you like consistently, you’ll see measurable progress within a few weeks."
2968,A1-A2,line ,n," çizgi, hat, sıra",line: a countable or uncountable noun depending on context.,"Due to the line, the team had to revise the timeline, which affected several groups."
2969,A1-A2,lion ,n, aslan,lion: a countable or uncountable noun depending on context.,His explanation clarified what the lion actually involves in practice.
2970,A1-A2,list ,n, liste,a person who practices or supports 'l'.,"The list played a crucial role in the outcome, though few noticed it at first."
2971,A1-A2,list ,v, listelemek,to list: to perform the action of 'list'.,We were advised to list carefully so we wouldn’t overlook any detail.
2972,A1-A2,listen ,v," dinlemek, kulak vermek",to listen: to make or become 'list'.,"If you listen consistently, you’ll see measurable progress within a few weeks."
2973,A1-A2,little ,adj," azıcık, küçük",describing someone or something as 'little'.,"Her approach is far more little than the previous one, which saves considerable time."
2974,A1-A2,little ,det, az,a determiner/article placed before a noun to clarify reference.,This choice is reasonable under the circumstances.
2975,A1-A2,little ,pron," biraz, az şey","a pronoun used to refer to a person, thing, or idea without naming it.",They said they would join if the schedule allows.
2976,A1-A2,live ,v," yaşamak, ikamet etmek",to live: to perform the action of 'live'.,We were advised to live carefully so we wouldn’t overlook any detail.
2977,A1-A2,local ,adj," yerel, yöresel, yerli",related to or characteristic of 'loc'.,"To remain local under pressure, you need clear priorities and regular breaks."
2978,A1-A2,long ,adj, uzun,describing someone or something as 'long'.,"Although the plan looked long at first, it turned out to be highly effective."
2979,A1-A2,long ,adv," uzun süre, epey zaman",in a manner related to 'long'.,The system now runs long after the latest patch.
2980,A1-A2,look ,v, bakmak; …gibi görünmek,to look: to perform the action of 'look'.,"Rather than look immediately, they compared the alternatives thoroughly."
2981,A1-A2,lose ,v, kaybetmek,to lose: to perform the action of 'lose'.,We were advised to lose carefully so we wouldn’t overlook any detail.
2982,A1-A2,lot ,adv," çok fazla, çok sık",in a manner related to 'lot'.,"If you proceed lot, the risk will be minimal and easier to manage."
2983,A1-A2,lot ,det," birçok, çok",a determiner/article placed before a noun to clarify reference.,This choice is reasonable under the circumstances.
2984,A1-A2,lot ,pron," birçok, çok","a pronoun used to refer to a person, thing, or idea without naming it.",They said they would join if the schedule allows.
2985,A1-A2,love ,n," aşk, sevgi",love: a countable or uncountable noun depending on context.,"The love played a crucial role in the outcome, though few noticed it at first."
2986,A1-A2,love ,v," sevmek, aşık olmak",to love: to perform the action of 'love'.,"Rather than love immediately, they compared the alternatives thoroughly."
2987,A1-A2,lunch ,n, öğle yemeği,lunch: a countable or uncountable noun depending on context.,"The lunch played a crucial role in the outcome, though few noticed it at first."
2988,A1-A2,lab ,n, laboratuvar,lab: a countable or uncountable noun depending on context.,"The lab played a crucial role in the outcome, though few noticed it at first."
2989,A1-A2,lady ,n, hanım efendi,lady: a countable or uncountable noun depending on context.,His explanation clarified what the lady actually involves in practice.
2990,A1-A2,lake ,n, göl,lake: a countable or uncountable noun depending on context.,"Without adequate lake, the entire plan could have fallen apart."
2991,A1-A2,lamp ,n," lamba, fener",lamp: a countable or uncountable noun depending on context.,"Without adequate lamp, the entire plan could have fallen apart."
2992,A1-A2,land ,v," (uçak) inmek, karaya çıkmak",to land: to perform the action of 'land'.,We were advised to land carefully so we wouldn’t overlook any detail.
2993,A1-A2,laptop ,n, diz üstü bilgisayar,laptop: a countable or uncountable noun depending on context.,"Without adequate laptop, the entire plan could have fallen apart."
2994,A1-A2,last ,adv," son olarak, son kez",in a manner related to 'last'.,"She handled the situation last, even though the deadline was tight."
2995,A1-A2,last ,n, son,last: a countable or uncountable noun depending on context.,"The last played a crucial role in the outcome, though few noticed it at first."
2996,A1-A2,last ,v," sürmek, devam etmek",to last: to perform the action of 'last'.,We were advised to last carefully so we wouldn’t overlook any detail.
2997,A1-A2,later ,adj," daha sonra, en son",describing someone or something as 'later'.,"To remain later under pressure, you need clear priorities and regular breaks."
2998,A1-A2,laughter ,n, kahkaha,a person or thing that 'laught'‑s.,"The laughter played a crucial role in the outcome, though few noticed it at first."
2999,A1-A2,law ,n," yasa, kanun; hukuk",law: a countable or uncountable noun depending on context.,"Without adequate law, the entire plan could have fallen apart."
3000,A1-A2,lawyer ,n, avukat,a person or thing that 'lawy'‑s.,His explanation clarified what the lawyer actually involves in practice.
3001,A1-A2,lazy ,adj," tembel, uyuşuk",somewhat like 'laz'; having that quality.,"Her approach is far more lazy than the previous one, which saves considerable time."
3002,A1-A2,lead ,v," başında olmak, yol göstermek, öncülük etmek, götürmek",to lead: to perform the action of 'lead'.,"If you lead consistently, you’ll see measurable progress within a few weeks."
3003,A1-A2,leader ,n," önder, lider",a person or thing that 'lead'‑s.,"The leader played a crucial role in the outcome, though few noticed it at first."
3004,A1-A2,learning ,n," öğrenme, öğrenim",the activity or process of 'learn'‑ing.,"Due to the learning, the team had to revise the timeline, which affected several groups."
3005,A1-A2,least ,adv," en az derece, en az",in a manner related to 'least'.,"If you proceed least, the risk will be minimal and easier to manage."
3006,A1-A2,least ,det, en az,a determiner/article placed before a noun to clarify reference.,This choice is reasonable under the circumstances.
3007,A1-A2,least ,pron, en az,"a pronoun used to refer to a person, thing, or idea without naming it.",They said they would join if the schedule allows.
3008,A1-A2,lecture ,n," konferans, ders; öğüt",lecture: a countable or uncountable noun depending on context.,"Due to the lecture, the team had to revise the timeline, which affected several groups."
3009,A1-A2,lecture ,v, konferans vermek; öğüt vermek,to lecture: to perform the action of 'lecture'.,"If you lecture consistently, you’ll see measurable progress within a few weeks."
3010,A1-A2,lemon ,n, limon,lemon: a countable or uncountable noun depending on context.,His explanation clarified what the lemon actually involves in practice.
3011,A1-A2,lend ,v, ödünç vermek,to lend: to perform the action of 'lend'.,We were advised to lend carefully so we wouldn’t overlook any detail.
3012,A1-A2,less ,adv, daha az,in a manner related to 'less'.,The system now runs less after the latest patch.
3013,A1-A2,less ,det, daha da az,a determiner/article placed before a noun to clarify reference.,This choice is reasonable under the circumstances.
3014,A1-A2,less ,pron, daha az,"a pronoun used to refer to a person, thing, or idea without naming it.",They said they would join if the schedule allows.
3015,A1-A2,level ,n," seviye, düzey",level: a countable or uncountable noun depending on context.,His explanation clarified what the level actually involves in practice.
3016,A1-A2,lifestyle ,n, yaşam tarzı,lifestyle: a countable or uncountable noun depending on context.,"Due to the lifestyle, the team had to revise the timeline, which affected several groups."
3017,A1-A2,lift ,n, asansör; yükselme,lift: a countable or uncountable noun depending on context.,His explanation clarified what the lift actually involves in practice.
3018,A1-A2,lift ,v," kaldırmak, aşırmak, yükseltmek",to lift: to perform the action of 'lift'.,"She has been trying to lift the report, but unexpected issues kept coming up."
3019,A1-A2,light ,v," hafif, açık",to light: to perform the action of 'light'.,We were advised to light carefully so we wouldn’t overlook any detail.
3020,A1-A2,likely ,adj," muhtemel, olası",somewhat like 'likel'; having that quality.,The summary is sufficiently likely for a board-level discussion.
3021,A1-A2,link ,n," bağlantı, hat",link: a countable or uncountable noun depending on context.,"The link played a crucial role in the outcome, though few noticed it at first."
3022,A1-A2,link ,v," bağlamak, birleştirmek",to link: to perform the action of 'link'.,We were advised to link carefully so we wouldn’t overlook any detail.
3023,A1-A2,listener ,n, dinleyici,a person or thing that 'listen'‑s.,"Without adequate listener, the entire plan could have fallen apart."
3024,A1-A2,little ,adv," azıcık, az miktar",in a manner related to 'little'.,"They communicated little, which prevented a serious misunderstanding."
